Track,Artist,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Genre
Revolution,Kirk Franklin,2007,337893,4,0.816,0.781,2,-5.112,1,0.0752,0.0719,0.00401,0.0771,0.694,103.005,53,Gospel
I Smile,Kirk Franklin,2011,307973,4,0.745,0.753,1,-2.408,1,0.164,0.223,0,0.705,0.589,144.057,58,Gospel
For Every Mountain - Live,Kurt Carr & The Kurt Carr Singers,1997,445293,4,0.306,0.824,2,-5.01,0,0.131,0.809,0.0000405,0.972,0.176,106.204,39,Gospel
God Blocked It,Kurt Carr & The Kurt Carr Singers,1997,301533,3,0.397,0.815,10,-4.999,1,0.137,0.136,0.0000234,0.968,0.247,132.524,41,Gospel
God Great God,Kurt Carr & The Kurt Carr Singers,1997,289200,4,0.636,0.971,10,-5.607,0,0.167,0.113,0,0.505,0.419,113.027,30,Gospel
I Almost Let Go,Kurt Carr & The Kurt Carr Singers,1997,340280,4,0.448,0.504,5,-7.29,1,0.0593,0.674,0,0.943,0.382,109.679,45,Gospel
I've Seen Him Do It,Kurt Carr & The Kurt Carr Singers,1997,454946,4,0.381,0.815,1,-4.29,1,0.0625,0.332,0,0.732,0.419,126.208,35,Gospel
In the Sanctuary - Live,Kurt Carr & The Kurt Carr Singers,1997,369120,4,0.759,0.951,5,-4.659,0,0.0811,0.106,0.0000105,0.954,0.743,110.881,38,Gospel
My Time For God's Favor - The Presence Of The Lord - Remix,Kurt Carr & The Kurt Carr Singers,1997,372466,4,0.368,0.958,1,-6.025,1,0.264,0.0755,0,0.991,0.31,149.987,26,Gospel
How Can It Be,Lauren Daigle,2015,259293,4,0.446,0.52,7,-6.125,1,0.0301,0.0427,0,0.11,0.168,75.976,60,Gospel
Trust in You,Lauren Daigle,2015,211600,4,0.413,0.636,9,-5.651,1,0.0407,0.0186,0,0.106,0.203,176.048,64,Gospel
Look Up Child,Lauren Daigle,2018,183013,4,0.73,0.58,2,-5.813,1,0.0431,0.403,0,0.15,0.652,90.99,62,Gospel
O' Lord - Radio Version,Lauren Daigle,2018,210386,4,0.624,0.703,8,-6.248,1,0.0321,0.191,0,0.0626,0.489,86.047,50,Gospel
Rescue,Lauren Daigle,2018,215613,4,0.293,0.237,6,-8.17,1,0.0284,0.78,0,0.11,0.108,92.935,71,Gospel
Still Rolling Stones,Lauren Daigle,2018,248386,4,0.608,0.572,4,-6.099,0,0.031,0.174,0,0.237,0.226,98.989,60,Gospel
You Say,Lauren Daigle,2018,274693,4,0.494,0.632,5,-6.89,1,0.0342,0.682,0,0.0869,0.0797,147.873,72,Gospel
Didn't It Rain,Mahalia Jackson,1960,158626,4,0.565,0.259,0,-15.865,1,0.0574,0.588,0,0.237,0.82,88.265,23,Gospel
His Eye Is On the Sparrow,Mahalia Jackson,1960,261333,5,0.29,0.026,5,-21.119,1,0.042,0.919,0.000142,0.112,0.125,116.099,22,Gospel
How I Got Over - Live,Mahalia Jackson,1960,436693,4,0.544,0.264,8,-14.666,1,0.178,0.913,0.00001,0.967,0.54,100.614,25,Gospel
In the Upper Room,Mahalia Jackson,1960,430400,3,0.337,0.289,5,-11.372,1,0.0329,0.881,0,0.184,0.3,105.696,18,Gospel
Joshua Fit the Battle of Jericho,Mahalia Jackson,1960,125000,4,0.754,0.321,9,-13.388,0,0.137,0.592,0,0.114,0.822,91.792,21,Gospel
Just a Closer Walk with Thee,Mahalia Jackson,1960,214748,4,0.491,0.22,5,-13.964,1,0.0326,0.848,0,0.0995,0.619,102.406,21,Gospel
"Move On Up a Little Higher,Pt. 1 (Alternate Take)",Mahalia Jackson,1960,164906,4,0.463,0.288,10,-7.382,1,0.0297,0.986,0.0000032,0.126,0.441,81.481,14,Gospel
"Take My Hand,Precious Lord",Mahalia Jackson,1960,252400,4,0.237,0.0593,3,-16.389,1,0.0393,0.983,0.000332,0.173,0.0605,87.916,25,Gospel
Trouble of the World,Mahalia Jackson,1960,285266,3,0.493,0.0661,5,-20.333,0,0.0425,0.956,0.000306,0.106,0.177,119.526,23,Gospel
Overcomer,Mandisa,2013,223626,4,0.697,0.944,7,-2.796,0,0.0327,0.00173,0.000162,0.32,0.846,119.994,56,Gospel
Bleed The Same,Mandisa,2015,244360,4,0.629,0.69,7,-4.894,1,0.0357,0.0424,0,0.363,0.307,102.036,50,Gospel
Broken Hallelujah,Mandisa,2015,305733,4,0.421,0.42,7,-7.804,1,0.0301,0.767,0,0.114,0.154,75.952,25,Gospel
Good Morning,Mandisa,2015,203621,4,0.799,0.883,0,-3.943,0,0.0302,0.0607,0,0.0511,0.962,119.987,52,Gospel
My Deliverer,Mandisa,2015,195512,4,0.5,0.951,4,-3.216,0,0.0671,0.00102,0.00609,0.303,0.779,178.04,27,Gospel
Press On,Mandisa,2015,201786,4,0.581,0.934,1,-3.692,0,0.0411,0.0291,0,0.334,0.563,82.967,36,Gospel
Say Goodbye,Mandisa,2015,192873,4,0.571,0.724,11,-4.648,0,0.0346,0.00478,0,0.337,0.223,80.035,26,Gospel
Stronger - With Cold Ending,Mandisa,2015,213886,4,0.564,0.892,8,-3.653,1,0.0401,0.0473,0.000343,0.412,0.679,174.021,47,Gospel
Unfinished,Mandisa,2015,212600,4,0.63,0.691,9,-4.334,1,0.0312,0.0152,0,0.303,0.261,93.013,45,Gospel
You Keep Hope Alive,Mandisa,2020,251200,4,0.471,0.829,3,-6.024,1,0.0467,0.0172,0,0.137,0.2,76.971,52,Gospel
My Testimony,Marvin Sapp,2007,625293,4,0.454,0.381,5,-9.132,0,0.0341,0.685,0.0000139,0.0988,0.163,109.743,45,Gospel
Never Would Have Made It,Marvin Sapp,2007,415133,4,0.338,0.559,0,-7.053,1,0.118,0.252,0,0.38,0.276,168.489,55,Gospel
He Has His Hands On You,Marvin Sapp,2009,391106,4,0.298,0.447,1,-8.499,1,0.135,0.69,0,0.687,0.205,75.041,43,Gospel
I Believe,Marvin Sapp,2009,474933,4,0.679,0.927,0,-4.803,0,0.0785,0.466,0,0.307,0.798,94.274,33,Gospel
Listen,Marvin Sapp,2009,267146,4,0.545,0.636,4,-7.288,1,0.0894,0.579,0,0.342,0.312,111.113,47,Gospel
Perfect Peace,Marvin Sapp,2009,293560,4,0.321,0.667,6,-5.77,1,0.0512,0.364,0,0.406,0.138,74.785,35,Gospel
The Best In Me,Marvin Sapp,2009,514306,4,0.407,0.613,10,-8.616,1,0.195,0.344,0,0.458,0.228,102.519,50,Gospel
Yes You Can,Marvin Sapp,2009,293773,4,0.539,0.724,10,-5.807,1,0.102,0.0843,0,0.0608,0.663,155.835,35,Gospel
Draw Me Close/Thy Will Be Done,Marvin Winans,1994,385985,4,0.508,0.304,1,-11.672,1,0.0337,0.777,0,0.178,0.154,102.739,52,Gospel
Just Don't Wanna Know,Marvin Winans,1994,262866,4,0.627,0.397,6,-8.765,1,0.0292,0.238,0.0000273,0.103,0.219,119.877,46,Gospel
In Better Hands,Natalie Grant,2010,217960,4,0.45,0.588,4,-4.571,1,0.0294,0.304,0,0.0773,0.106,149.919,30,Gospel
Clean,Natalie Grant,2013,277973,3,0.361,0.236,6,-7.781,1,0.0315,0.912,0.0000779,0.0831,0.188,147.309,40,Gospel
Held,Natalie Grant,2013,264120,3,0.574,0.333,3,-9.184,1,0.0269,0.161,0,0.113,0.2,97.915,37,Gospel
I Will Not Be Moved,Natalie Grant,2013,230333,4,0.53,0.877,11,-3.693,1,0.0431,0.00869,0,0.123,0.21,117.953,27,Gospel
The Real Me,Natalie Grant,2013,292746,4,0.332,0.434,8,-8.081,1,0.0304,0.353,0.0000545,0.0932,0.18,139.637,23,Gospel
There is a God,Natalie Grant,2013,228933,4,0.651,0.828,0,-4.369,1,0.0421,0.468,0,0.0985,0.474,91.987,9,Gospel
Your Great Name,Natalie Grant,2014,361413,4,0.302,0.685,7,-5.165,0,0.043,0.043,0.0193,0.0885,0.0668,147.823,46,Gospel
King Of The World,Natalie Grant,2015,216400,4,0.528,0.59,6,-6.682,1,0.0352,0.105,0,0.104,0.106,118.031,49,Gospel
Faded Rose,Shirley Caesar,1971,315640,3,0.438,0.527,2,-10.196,1,0.0715,0.646,0.0000348,0.18,0.622,105.189,11,Gospel
He's Working It Out for You,Shirley Caesar,1971,331493,4,0.47,0.603,7,-10.4,1,0.15,0.448,0,0.661,0.295,78.388,32,Gospel
Hold My Mule,Shirley Caesar,1971,523000,4,0.41,0.589,8,-15.51,1,0.135,0.437,0,0.141,0.325,149.738,17,Gospel
I Feel Like Praising Him,Shirley Caesar,1971,327880,4,0.492,0.704,8,-9.395,1,0.312,0.472,0,0.0821,0.559,73.594,26,Gospel
I Remember Mama,Shirley Caesar,1971,382866,4,0.569,0.566,0,-12.554,0,0.0617,0.569,0,0.298,0.415,123.386,36,Gospel
"Jesus,I Love Calling Your Name",Shirley Caesar,1971,224266,4,0.604,0.308,4,-17.279,1,0.111,0.493,0,0.0691,0.63,147.606,43,Gospel
No Charge,Shirley Caesar,1971,206893,3,0.574,0.27,10,-15.139,1,0.0354,0.502,0.0000687,0.152,0.4,104.392,29,Gospel
Peace In the Midst of the Storm - Live,Shirley Caesar,1971,292706,5,0.294,0.437,2,-12.459,1,0.0563,0.33,0,0.102,0.219,80.802,9,Gospel
"Satan,We're Gonna Tear Your Kingdom Down",Shirley Caesar,1971,219733,4,0.509,0.233,0,-17.99,0,0.148,0.987,0.000153,0.198,0.37,95.27,26,Gospel
You're Next In Line for a Miracle,Shirley Caesar,1971,424866,4,0.453,0.656,7,-8.997,1,0.053,0.525,0,0.594,0.356,100.716,35,Gospel
I Know Who I Am - Live,Sinach,2015,370000,4,0.264,0.853,1,-8.253,1,0.109,0.0473,0,0.351,0.493,106.784,48,Gospel
Jesus Is Alive - Live,Sinach,2015,524000,4,0.258,0.882,7,-4.461,1,0.0584,0.243,0,0.482,0.286,81.25,14,Gospel
Way Maker,Sinach,2015,286742,4,0.498,0.386,11,-10.646,1,0.051,0.608,0,0.422,0.282,135.61,15,Gospel
Great Are You Lord - Live in Concert,Sinach,2016,626000,4,0.168,0.898,3,-3.544,1,0.0648,0.0635,0,0.671,0.338,141.766,35,Gospel
He Did It Again,Sinach,2016,303174,4,0.523,0.958,0,-2.167,1,0.138,0.137,0,0.604,0.559,114.006,43,Gospel
No Other Name,Sinach,2016,356862,4,0.428,0.674,11,-7.052,1,0.0608,0.433,0.0000233,0.354,0.179,129.69,24,Gospel
Rejoice - Live in Concert,Sinach,2016,460000,4,0.409,0.961,1,-3.066,1,0.172,0.0159,0,0.386,0.321,135.02,34,Gospel
Simply Devoted,Sinach,2016,267312,4,0.534,0.143,2,-11.625,1,0.0383,0.873,0,0.0802,0.234,121.427,10,Gospel
The Name of Jesus - Live in Concert,Sinach,2016,490000,3,0.239,0.959,11,-3.138,1,0.187,0.0414,0,0.877,0.417,149.927,39,Gospel
There's an Overflow,Sinach,2016,776000,4,0.211,0.822,10,-4.556,1,0.0612,0.0753,0,0.368,0.347,139.678,27,Gospel
"The Lord's Prayer - Live At The Church Of God,NY / 1959",Sister Rosetta Tharpe,1959,185880,1,0.297,0.349,0,-9.229,1,0.0444,0.791,0.0000965,0.832,0.285,89.49,0,Gospel
Didn't It Rain,Sister Rosetta Tharpe,1960,157652,4,0.741,0.665,5,-5.87,1,0.0517,0.8,0,0.079,0.77,85.517,30,Gospel
Down by the Riverside,Sister Rosetta Tharpe,1960,171333,4,0.584,0.412,5,-13.142,1,0.0988,0.733,0.00882,0.952,0.812,158.997,22,Gospel
I Looked Down the Line - Remastered,Sister Rosetta Tharpe,1960,174915,4,0.543,0.0696,10,-15.61,1,0.0546,0.973,0.00307,0.11,0.665,143.521,2,Gospel
My Journey To The Sky,Sister Rosetta Tharpe,1960,190772,4,0.548,0.363,8,-6.306,1,0.0337,0.873,0,0.0952,0.388,101.285,38,Gospel
Rock Me,Sister Rosetta Tharpe,1960,160093,3,0.654,0.185,10,-11.301,1,0.0376,0.906,0.0000176,0.302,0.693,121.534,33,Gospel
Strange Things Happening Every Day,Sister Rosetta Tharpe,1960,167367,4,0.745,0.419,0,-11.279,1,0.145,0.802,0.0011,0.27,0.85,155.749,32,Gospel
This Train,Sister Rosetta Tharpe,1960,282813,4,0.6,0.263,1,-13.181,1,0.0673,0.9,0.00283,0.577,0.589,106.016,25,Gospel
Up Above My Head I Hear Music In The Air,Sister Rosetta Tharpe,1960,149804,4,0.675,0.702,7,-5.334,1,0.104,0.706,0,0.159,0.921,82.372,23,Gospel
What A Friend We Have In Jesus,Sister Rosetta Tharpe,1960,175168,4,0.511,0.495,3,-3.599,1,0.037,0.903,0,0.0996,0.51,94.421,0,Gospel
Break Every Chain - Live,Tasha Cobbs Leonard,2013,498426,4,0.362,0.685,9,-6.53,1,0.0542,0.0155,0,0.569,0.161,112.941,55,Gospel
Jesus Saves - Live,Tasha Cobbs Leonard,2013,326346,3,0.404,0.648,10,-7.494,1,0.0394,0.0118,0,0.138,0.24,145.976,36,Gospel
Confidence - Live,Tasha Cobbs Leonard,2014,374706,3,0.425,0.764,5,-4.497,1,0.0686,0.0555,0,0.6,0.349,129.813,28,Gospel
For Your Glory - Live,Tasha Cobbs Leonard,2014,406440,4,0.443,0.596,8,-6.379,1,0.0391,0.128,0,0.384,0.27,99.754,53,Gospel
Overflow - Live,Tasha Cobbs Leonard,2014,221000,4,0.256,0.55,8,-8.575,1,0.0572,0.0644,0,0.737,0.243,72.766,44,Gospel
Put A Praise On It - Live,Tasha Cobbs Leonard,2014,376666,4,0.444,0.91,10,-5.626,1,0.19,0.0486,0,0.452,0.155,149.801,45,Gospel
Great God,Tasha Cobbs Leonard,2015,263426,4,0.445,0.792,1,-5.09,1,0.0608,0.0143,0.00000452,0.221,0.497,162.004,29,Gospel
I'm Getting Ready,Tasha Cobbs Leonard,2015,506200,4,0.464,0.636,8,-5.063,1,0.0387,0.00906,0,0.137,0.268,93.994,52,Gospel
The Name Of Our God,Tasha Cobbs Leonard,2015,405040,4,0.395,0.711,8,-5.317,1,0.0396,0.00316,0,0.158,0.277,147.513,30,Gospel
You Know My Name,Tasha Cobbs Leonard,2017,480546,3,0.287,0.46,7,-6.992,1,0.0329,0.14,0,0.0779,0.194,96.368,54,Gospel
Amazing Grace,The Blind Boys Of Alabama,2001,266173,3,0.326,0.508,4,-9.494,0,0.0351,0.402,0.0104,0.118,0.277,170.281,28,Gospel
I'm Going Through - 45 Version,The Blind Boys Of Alabama,2001,137773,3,0.24,0.294,6,-12.652,1,0.0351,0.889,0.00243,0.148,0.182,87.612,0,Gospel
Lord Will Make A Way Somehow,The Blind Boys Of Alabama,2001,223173,4,0.657,0.836,2,-2.601,1,0.0429,0.103,0,0.98,0.84,106.482,1,Gospel
Old Time Religion - Take 1,The Blind Boys Of Alabama,2001,138560,4,0.396,0.442,10,-9.62,1,0.0948,0.93,0,0.123,0.884,202.051,2,Gospel
"Swing Low,Sweet Chariot",The Blind Boys Of Alabama,2001,173079,1,0.539,0.569,7,-16.198,1,0.0529,0.621,0.00237,0.141,0.961,142.728,4,Gospel
"Take My Hand,Precious Lord",The Blind Boys Of Alabama,2001,227573,4,0.198,0.538,6,-9.358,1,0.0426,0.968,0.00125,0.325,0.559,87.996,0,Gospel
Welcome,The Blind Boys Of Alabama,2001,193760,4,0.671,0.488,7,-8.119,1,0.0323,0.187,0,0.118,0.652,124.032,36,Gospel
A Beautiful Life,The Florida Boys,1977,207240,4,0.522,0.369,9,-10.832,1,0.0295,0.695,0.00000696,0.767,0.593,117.899,32,Gospel
I Feel Like Traveling On,The Florida Boys,1977,138413,4,0.683,0.669,7,-10.124,1,0.0331,0.227,0.00561,0.163,0.96,122.374,29,Gospel
God Is Still Good,The Inspirations,2010,233506,3,0.722,0.401,8,-8.068,1,0.0282,0.807,0,0.262,0.424,81.966,21,Gospel
I'm Bound For That City,The Inspirations,2010,170986,3,0.279,0.615,1,-7.624,1,0.0427,0.716,0.00000187,0.624,0.629,202.656,16,Gospel
I've Got More To Go To Heaven For,The Inspirations,2010,141680,4,0.6,0.589,0,-5.342,1,0.0406,0.727,0,0.5,0.871,180.639,19,Gospel
It's Still The Blood,The Inspirations,2010,188013,4,0.68,0.385,0,-6.465,1,0.0356,0.767,0,0.0657,0.598,71.938,20,Gospel
O What a Day,The Inspirations,2010,119669,4,0.792,0.67,2,-8.069,1,0.0313,0.765,0,0.156,0.858,96.544,26,Gospel
On Heaven's Bright Shore,The Inspirations,2010,175960,3,0.472,0.52,11,-6.197,1,0.0392,0.865,0,0.224,0.708,188.576,19,Gospel
Touring That City,The Inspirations,2010,154826,3,0.54,0.628,11,-6.728,1,0.0506,0.401,0,0.433,0.582,178.689,25,Gospel
In The Presence Of Jehovah,The Martins,1995,363760,4,0.282,0.237,7,-12.08,1,0.03,0.576,0,0.111,0.13,142.153,27,Gospel
Out Of His Great Love,The Martins,1995,158000,4,0.718,0.568,10,-10.932,1,0.0382,0.316,0,0.139,0.95,149.422,30,Gospel
God On The Mountain (Live),The McKameys,1989,157657,4,0.462,0.568,9,-7.8,1,0.048,0.544,0,0.972,0.449,116.538,34,Gospel
Right On Time,The McKameys,1992,171066,4,0.656,0.493,0,-7.806,1,0.0245,0.287,0,0.413,0.651,111.695,40,Gospel
Roll That Burden On Me,The McKameys,1992,201786,4,0.71,0.476,2,-10.086,1,0.0262,0.296,0,0.117,0.511,109.834,14,Gospel
The Old Love Letters,The McKameys,1992,162333,4,0.605,0.511,9,-8.422,1,0.0275,0.43,0,0.169,0.613,160.941,17,Gospel
Unspoken Request,The McKameys,1992,196160,3,0.473,0.378,0,-8.386,1,0.0292,0.813,0.00000776,0.13,0.253,144.928,43,Gospel
He Calms Me,The McKameys,1994,193346,4,0.635,0.493,8,-7.835,1,0.0313,0.151,0,0.124,0.356,111.893,31,Gospel
There Is Jesus,The McKameys,1994,231613,4,0.675,0.331,5,-5.122,1,0.0301,0.921,0,0.121,0.244,75.018,29,Gospel
When He Speaks,The McKameys,1994,181866,4,0.541,0.229,11,-7.467,1,0.0282,0.849,0,0.102,0.216,127.851,34,Gospel
I Do Worship (feat. John P. Kee) - Live,The New Life Community Choir,2001,326493,4,0.506,0.798,6,-6.891,1,0.0623,0.394,0,0.603,0.392,85.891,33,Gospel
Jesus Is Real (feat. John P. Kee) - Live,The New Life Community Choir,2001,277106,4,0.475,0.911,8,-6.811,1,0.111,0.248,0,0.48,0.458,171.448,33,Gospel
Mighty God (feat. John P. Kee) - Live,The New Life Community Choir,2001,238173,4,0.722,0.931,6,-5.229,1,0.0809,0.347,0,0.933,0.679,106.634,21,Gospel
Right Here (feat. John P. Kee),The New Life Community Choir,2001,430160,4,0.648,0.973,3,-2.923,0,0.0831,0.0724,0,0.341,0.473,109.343,22,Gospel
Show Up! (feat. John P. Kee),The New Life Community Choir,2001,307813,4,0.668,0.963,8,-5.294,0,0.0444,0.122,0,0.498,0.799,107.007,28,Gospel
Behold the Lamb,The Rambos,1981,269280,4,0.183,0.402,4,-11.42,1,0.0364,0.761,0.000276,0.377,0.11,139.865,5,Gospel
He Looked Beyond My Faults,The Rambos,1981,196120,4,0.208,0.218,8,-10.707,1,0.0298,0.933,0.00000739,0.118,0.183,70.686,17,Gospel
I Go to the Rock,The Rambos,1981,226280,4,0.512,0.545,0,-10.719,1,0.0959,0.769,0,0.256,0.421,127.589,7,Gospel
"I Just Came To Talk With You,Lord",The Rambos,1981,177226,4,0.239,0.283,0,-11.191,1,0.0333,0.932,0,0.118,0.305,81.321,3,Gospel
"I""ve Never Been This Homesick Before",The Rambos,1981,184226,4,0.653,0.481,5,-12.048,1,0.0436,0.568,0.00000676,0.195,0.851,125.61,7,Gospel
If That Isn't Love,The Rambos,1981,164786,3,0.369,0.273,2,-13.231,1,0.027,0.772,0,0.0824,0.398,105.141,22,Gospel
Sheltered in the Arms of God,The Rambos,1981,197000,4,0.388,0.278,2,-9.68,1,0.0257,0.471,0,0.227,0.329,90.02,15,Gospel
The Holy Hills of Heaven Call Me,The Rambos,1981,183973,4,0.466,0.334,3,-11.395,1,0.0288,0.743,0,0.303,0.43,120.661,4,Gospel
We Shall Behold Him,The Rambos,1981,270373,3,0.441,0.361,8,-12.518,1,0.0282,0.351,0,0.359,0.374,81.055,8,Gospel
Give Me Jesus,The Talleys,2013,220760,4,0.263,0.153,5,-14.026,1,0.0342,0.904,0.0000028,0.115,0.217,167.447,16,Gospel
His Life For Mine,The Talleys,2013,257933,4,0.448,0.294,9,-8.626,1,0.03,0.447,0,0.229,0.142,113.072,33,Gospel
The Broken Ones,The Talleys,2013,219653,4,0.546,0.529,4,-6.615,1,0.0327,0.811,0,0.184,0.125,137.725,32,Gospel
The Healer,The Talleys,2013,241400,3,0.475,0.451,11,-8.817,1,0.0297,0.232,0,0.132,0.323,144.806,23,Gospel
When Death Was Arrested,The Talleys,2013,311729,3,0.272,0.587,4,-6.77,1,0.0339,0.431,0,0.146,0.191,151.91,23,Gospel
Peace Be Still,Vanessa Bell Armstrong,2012,389760,3,0.317,0.284,10,-15.075,1,0.0381,0.675,0.00716,0.12,0.263,135.33,27,Gospel
Pressing On,Vanessa Bell Armstrong,2012,288040,4,0.764,0.51,9,-13.157,0,0.0687,0.0201,0.0000343,0.0659,0.831,107.493,15,Gospel
Miracles,Vanessa Bell Armstrong,2014,258426,3,0.361,0.675,0,-6.777,1,0.0846,0.624,0,0.52,0.385,151.362,21,Gospel
Here I Am To Worship,William McDowell,2012,221733,4,0.275,0.366,10,-10.305,1,0.0361,0.757,0,0.121,0.12,122.16,50,Gospel
I Give Myself Away,William McDowell,2012,326826,4,0.457,0.329,10,-10.998,1,0.0341,0.734,0,0.0589,0.123,125.559,54,Gospel
I Surrender All,William McDowell,2012,401266,4,0.538,0.374,8,-7.711,1,0.0337,0.335,0.00000106,0.392,0.0789,117.707,31,Gospel
I Won't Go Back,William McDowell,2012,367680,4,0.543,0.715,10,-5.088,1,0.0456,0.0144,0,0.423,0.153,123.86,48,Gospel
My Heart Sings,William McDowell,2012,325253,4,0.45,0.535,8,-6.033,1,0.031,0.366,0.0000987,0.157,0.139,119.953,38,Gospel
Spirit Break Out,William McDowell,2012,254613,4,0.349,0.819,7,-3.452,1,0.0545,0.00376,0,0.224,0.235,82.924,48,Gospel
"The Cry - Live From Chattanooga,TN",William McDowell,2012,483053,4,0.301,0.908,1,-4.685,0,0.241,0.00955,0,0.545,0.0671,165.567,25,Gospel
Withholding Nothing,William McDowell,2012,279213,4,0.24,0.619,10,-7.305,1,0.0441,0.0733,0,0.104,0.219,117.71,49,Gospel
Be Blessed,Yolanda Adams,2005,345040,4,0.67,0.503,8,-6.799,1,0.0449,0.139,0,0.0905,0.186,110.109,42,Gospel
Fragile Heart,Yolanda Adams,2005,278026,4,0.762,0.499,11,-8.289,0,0.0362,0.0377,0.000248,0.0803,0.376,123.989,37,Gospel
I'm Gonna Be Ready,Yolanda Adams,2005,338493,3,0.577,0.369,10,-6.459,1,0.0401,0.57,0,0.0978,0.1,121.897,49,Gospel
Never Give Up,Yolanda Adams,2005,319532,4,0.626,0.539,6,-5.213,1,0.0341,0.41,0,0.0756,0.144,113.898,37,Gospel
Open My Heart,Yolanda Adams,2005,340040,4,0.414,0.402,10,-8.911,0,0.0427,0.7,0,0.363,0.171,105.368,49,Gospel
Still I Rise,Yolanda Adams,2005,340760,4,0.441,0.373,1,-8.988,1,0.0271,0.516,0,0.0683,0.171,110.214,32,Gospel
The Battle Is the Lord's,Yolanda Adams,2005,387573,3,0.471,0.599,6,-8.552,0,0.0859,0.443,0,0.774,0.424,119.18,42,Gospel
Victory,Yolanda Adams,2005,281333,4,0.683,0.954,10,-2.5,0,0.12,0.0455,0,0.0511,0.964,76.495,39,Gospel
Yeah,Yolanda Adams,2005,197600,4,0.749,0.769,2,-7.241,1,0.0695,0.0544,0.0000142,0.0809,0.632,95.818,28,Gospel
A Gal In Calico,Ahmad Jamal,1958,154826,4,0.542,0.331,5,-17.261,1,0.0407,0.98,0.899,0.104,0.714,102.678,24,Jazz
Facing The Animal,Yngwie Malmsteen,1999,277400,4,0.282,0.912,8,-6.945,1,0.166,0.000601,0.272,0.072,0.526,203.639,23,Metal
Cupid,112,1997,243000,4,0.72,0.744,1,-6.938,0,0.12,0.237,0,0.255,0.619,78.953,76,Pop
Get It Together,702,1997,250000,4,0.781,0.721,5,-9.133,0,0.0514,0.0945,0.391,0.104,0.849,123.011,68,Pop
Where My Girls At?,702,1999,166000,4,0.705,0.725,4,-7.435,1,0.0506,0.0352,0.0149,0.194,0.76,92.186,60,Pop
4 Seasons Of Loneliness,Boyz II Men,1997,292000,4,0.58,0.488,6,-10.494,1,0.0437,0.822,0.000016,0.115,0.194,98.49,45,Pop
Lowdown,Boz Scaggs,1976,317000,4,0.691,0.551,11,-12.15,0,0.0503,0.0747,0.104,0.034,0.938,116.519,62,Pop
Lido Shuffle,Boz Scaggs,1977,223000,4,0.592,0.612,10,-9.811,1,0.0325,0.0124,0.0000428,0.153,0.645,141.433,60,Pop
Ya Ba Ye,Ofra Haza,1989,307066,4,0.597,0.753,10,-11.787,0,0.0345,0.266,0.0000263,0.111,0.658,106.115,3,World
Love Song - Givin' U Some Pleasure Remix,Ofra Haza,1992,535916,4,0.743,0.753,9,-9.312,0,0.0548,0.0276,0.915,0.0636,0.294,127.995,1,World
Galbi,Ofra Haza,1997,254573,4,0.472,0.86,7,-9.373,0,0.268,0.404,0.00258,0.142,0.452,81.799,17,World
Taw Shi,Ofra Haza,1997,211266,4,0.593,0.869,5,-10.056,0,0.0362,0.0456,0.00276,0.429,0.754,104.033,1,World
Im Nin Alu-2000,Ofra Haza,2000,217493,4,0.475,0.714,0,-7.82,1,0.0373,0.00993,0.0196,0.0779,0.568,183.991,35,World
Veinte Años,Omara Portuondo,1999,283600,4,0.489,0.166,4,-18.506,0,0.0439,0.933,0.308,0.146,0.332,87.878,38,World
Dos Gardenias,Omara Portuondo,2000,202093,4,0.657,0.444,4,-13.019,0,0.059,0.74,0.0000841,0.317,0.489,96.671,1,World
He Perdido Contigo,Omara Portuondo,2000,229426,4,0.689,0.25,5,-13.698,0,0.0366,0.926,0.0182,0.142,0.81,126.67,42,World
Cómo Fue,Omara Portuondo,2008,207693,4,0.623,0.301,7,-8.889,1,0.0348,0.649,0.00275,0.0789,0.367,81.975,21,World
¿Dónde Estabas Tú?,Omara Portuondo,2009,227413,4,0.73,0.317,3,-11.644,1,0.0611,0.736,0.00552,0.256,0.627,116.819,48,World
No me Vayas a Engañar - 2019 Remaster,Omara Portuondo,2019,172800,4,0.534,0.31,4,-11.299,0,0.0689,0.912,0.00146,0.103,0.475,99.33,26,World
Phase Dance,Pat Metheny Group,1982,499133,4,0.414,0.399,9,-18.852,0,0.0265,0.835,0.964,0.428,0.391,89.957,33,World
To the End of the World,Pat Metheny Group,1986,734133,4,0.532,0.54,7,-10.272,0,0.0281,0.343,0.828,0.0996,0.642,96.097,33,World
Last Train Home,Pat Metheny Group,1987,338186,3,0.377,0.488,10,-14.652,1,0.0301,0.677,0.92,0.0538,0.312,80.411,52,World
Minuano (Six Eight),Pat Metheny Group,1987,566426,3,0.34,0.367,4,-13.505,0,0.0307,0.825,0.0471,0.0536,0.3,155.899,39,World
Letter From Home,Pat Metheny Group,1989,153693,4,0.314,0.0898,8,-21.063,1,0.0488,0.965,0.878,0.1,0.126,44.757,41,World
The Way Up: Opening & Part One,Pat Metheny Group,2005,1904453,4,0.407,0.41,0,-13.163,1,0.0332,0.653,0.512,0.102,0.156,124.867,27,World
Bhebak W Shta'tellak Nar,Ragheb Alama,2004,195364,4,0.444,0.836,0,-5.691,0,0.322,0.517,0.00000201,0.135,0.319,183.706,51,World
